date,order,Capsule,Family,ID,eggmass,original,current,gen
10/13/2017,113,0.243,SCW50,SCW50A420C16ppt,1,20C16ppt,20C16ppt,p
10/13/2017,114,0.243,SCW50,SCW50A420C16ppt,2,20C16ppt,20C16ppt,p
10/13/2017,115,0.258,SCW50,SCW50A420C16ppt,2,20C16ppt,20C16ppt,p
10/13/2017,116,0.111,SCW50,SCW50B220C32ppt,1,20C32ppt,20C32ppt,p
10/13/2017,117,0.099,SCW50,SCW50B220C32ppt,1,20C32ppt,20C32ppt,p
10/13/2017,118,0.127,SCW50,SCW50B220C32ppt,2,20C32ppt,20C32ppt,p
10/13/2017,119,0.132,SCW50,SCW50B220C32ppt,2,20C32ppt,20C32ppt,p
10/13/2017,120,0.154,SCW50,SCW50B320C32ppt,1,20C32ppt,20C32ppt,p
10/13/2017,121,0.161,SCW50,SCW50B320C32ppt,1,20C32ppt,20C32ppt,p
10/17/2017,89,0.196,SCW50,SCW50A220C32ppt,1,20C32ppt,20C32ppt,p
10/17/2017,90,0.232,SCW50,SCW50A220C32ppt,1,20C32ppt,20C32ppt,p
10/17/2017,91,0.223,SCW50,SCW50A220C32ppt,1,20C32ppt,20C32ppt,p
10/17/2017,92,0.223,SCW50,SCW50A220C32ppt,1,20C32ppt,20C32ppt,p
10/17/2017,93,0.154,SCW50,SCW50B120C32ppt,1,20C32ppt,20C32ppt,p
10/17/2017,94,0.139,SCW50,SCW50B120C32ppt,1,20C32ppt,20C32ppt,p
10/17/2017,95,0.133,SCW50,SCW50B120C32ppt,1,20C32ppt,20C32ppt,p
10/17/2017,96,0.117,SCW50,SCW50B120C32ppt,2,20C32ppt,20C32ppt,p
10/17/2017,97,0.11,SCW50,SCW50B120C32ppt,2,20C32ppt,20C32ppt,p
10/18/2017,96,0.119,SCW50,SCW50A120C32ppt,1,20C32ppt,20C32ppt,p
10/18/2017,97,0.119,SCW50,SCW50A120C32ppt,1,20C32ppt,20C32ppt,p
10/18/2017,98,0.122,SCW50,SCW50A120C32ppt,2,20C32ppt,20C32ppt,p
10/18/2017,99,0.132,SCW50,SCW50A120C32ppt,2,20C32ppt,20C32ppt,p
10/18/2017,100,0.173,SCW50,SCW50A420C32ppt,1,20C32ppt,20C32ppt,p
10/18/2017,101,0.208,SCW50,SCW50A420C32ppt,1,20C32ppt,20C32ppt,p
10/18/2017,102,0.128,SCW50,SCW50B320C32ppt,1,20C32ppt,20C32ppt,p
10/18/2017,103,0.139,SCW50,SCW50B320C32ppt,1,20C32ppt,20C32ppt,p
10/18/2017,104,0.227,SCW50,SCW50B320C32ppt,2,20C32ppt,20C32ppt,p
10/18/2017,105,0.15,SCW50,SCW50B320C32ppt,2,20C32ppt,20C32ppt,p
10/18/2017,106,0.126,SCW50,SCW50B320C32ppt,3,20C32ppt,20C32ppt,p
10/18/2017,107,0.137,SCW50,SCW50B320C32ppt,3,20C32ppt,20C32ppt,p
10/18/2017,108,0.209,SCW50,SCW50B320C32ppt,4,20C32ppt,20C32ppt,p
10/18/2017,109,0.11,SCW50,SCW50B320C32ppt,4,20C32ppt,20C32ppt,p
10/18/2017,110,0.183,SCW50,SCW50C320C32ppt,1,20C32ppt,20C32ppt,p
10/18/2017,111,0.123,SCW50,SCW50C320C32ppt,1,20C32ppt,20C32ppt,p
10/23/2017,97,0.113,SCW50,SCW50A120C32ppt,1,20C32ppt,20C32ppt,p
10/23/2017,98,0.112,SCW50,SCW50A120C32ppt,1,20C32ppt,20C32ppt,p
10/23/2017,99,0.238,SCW50,SCW50A220C32ppt,1,20C32ppt,20C32ppt,p
10/23/2017,100,0.24,SCW50,SCW50A220C32ppt,1,20C32ppt,20C32ppt,p
10/24/2017,124,0.133,SCW50,SCW50A120C16ppt,1,20C16ppt,20C16ppt,p
10/24/2017,125,0.139,SCW50,SCW50A120C16ppt,1,20C16ppt,20C16ppt,p
10/24/2017,126,0.123,SCW50,SCW50A120C16ppt,2,20C16ppt,20C16ppt,p
10/24/2017,127,0.111,SCW50,SCW50A120C16ppt,2,20C16ppt,20C16ppt,p
10/24/2017,128,0.226,SCW50,SCW50A420C16ppt,1,20C16ppt,20C16ppt,p
10/24/2017,129,0.203,SCW50,SCW50A420C16ppt,1,20C16ppt,20C16ppt,p
10/24/2017,130,0.238,SCW50,SCW50B320C16ppt,1,20C16ppt,20C16ppt,p
10/24/2017,131,0.244,SCW50,SCW50B320C16ppt,1,20C16ppt,20C16ppt,p
10/24/2017,132,0.222,SCW50,SCW50B320C16ppt,2,20C16ppt,20C16ppt,p
10/24/2017,133,0.216,SCW50,SCW50B320C16ppt,2,20C16ppt,20C16ppt,p
10/24/2017,134,0.212,SCW50,SCW50B320C16ppt,3,20C16ppt,20C16ppt,p
10/24/2017,135,0.263,SCW50,SCW50B320C16ppt,3,20C16ppt,20C16ppt,p
10/24/2017,136,0.11,SCW50,SCW50C120C16ppt,1,20C16ppt,20C16ppt,p
10/24/2017,137,0.11,SCW50,SCW50C120C16ppt,1,20C16ppt,20C16ppt,p
10/24/2017,138,0.129,SCW50,SCW50C120C16ppt,2,20C16ppt,20C16ppt,p
10/24/2017,139,0.119,SCW50,SCW50C120C16ppt,2,20C16ppt,20C16ppt,p
10/24/2017,140,0.102,SCW50,SCW50C120C16ppt,3,20C16ppt,20C16ppt,p
10/24/2017,141,0.112,SCW50,SCW50C120C16ppt,3,20C16ppt,20C16ppt,p
10/24/2017,142,0.229,SCW50,SCW50C220C16ppt,1,20C16ppt,20C16ppt,p
10/24/2017,143,0.208,SCW50,SCW50C220C16ppt,1,20C16ppt,20C16ppt,p
10/27/2017,89,0.222,SCW50,SCW50A420C32ppt,1,20C32ppt,20C32ppt,p
10/27/2017,90,0.224,SCW50,SCW50A420C32ppt,1,20C32ppt,20C32ppt,p
10/27/2017,91,0.197,SCW50,SCW50B320C16ppt,1,20C16ppt,20C16ppt,p
10/27/2017,92,0.107,SCW50,SCW50B320C16ppt,1,20C16ppt,20C16ppt,p
10/28/2017,29,0.106,SCW50,SCW50A120C32ppt,1,20C32ppt,20C32ppt,p
10/28/2017,30,0.068,SCW50,SCW50A120C32ppt,1,20C32ppt,20C32ppt,p
10/28/2017,31,0.238,SCW50,SCW50A220C32ppt,1,20C32ppt,20C32ppt,p
10/28/2017,32,0.239,SCW50,SCW50A220C32ppt,1,20C32ppt,20C32ppt,p
10/28/2017,33,0.172,SCW50,SCW50C420C32ppt,1,20C32ppt,20C32ppt,p
10/28/2017,34,0.199,SCW50,SCW50C420C32ppt,1,20C32ppt,20C32ppt,p
10/28/2017,35,0.175,SCW50,SCW50C420C32ppt,2,20C32ppt,20C32ppt,p
10/28/2017,36,0.131,SCW50,SCW50C420C32ppt,2,20C32ppt,20C32ppt,p
10/28/2017,37,0.201,SCW50,SCW50C420C32ppt,3,20C32ppt,20C32ppt,p
10/28/2017,38,0.156,SCW50,SCW50C420C32ppt,3,20C32ppt,20C32ppt,p
10/28/2017,39,0.198,SCW50,SCW50C420C32ppt,4,20C32ppt,20C32ppt,p
10/28/2017,40,0.197,SCW50,SCW50C420C32ppt,4,20C32ppt,20C32ppt,p
9/29/2017,1,0.108,W143,W143A320C16ppt,1,20C16ppt,20C16ppt,p
9/29/2017,2,0.104,W143,W143A320C16ppt,1,20C16ppt,20C16ppt,p
9/29/2017,3,0.091,W143,W143A320C16ppt,2,20C16ppt,20C16ppt,p
9/29/2017,4,0.066,W143,W143A320C16ppt,2,20C16ppt,20C16ppt,p
9/29/2017,5,0.09,W143,W143A420C16ppt,1,20C16ppt,20C16ppt,p
9/29/2017,6,0.096,W143,W143A420C16ppt,1,20C16ppt,20C16ppt,p
9/29/2017,7,0.096,W143,W143A420C16ppt,1,20C16ppt,20C16ppt,p
9/29/2017,8,0.115,W143,W143C120C16ppt,1,20C16ppt,20C16ppt,p
9/29/2017,9,0.095,W143,W143C120C16ppt,1,20C16ppt,20C16ppt,p
9/29/2017,10,0.112,W143,W143C120C16ppt,2,20C16ppt,20C16ppt,p
9/29/2017,11,0.098,W143,W143C120C16ppt,2,20C16ppt,20C16ppt,p
9/29/2017,12,0.112,W143,W143C220C16ppt,3,20C16ppt,20C16ppt,p
9/29/2017,13,0.123,W143,W143C220C16ppt,3,20C16ppt,20C16ppt,p
10/1/2017,91,0.089,W143,W143A120C32ppt,1,20C32ppt,20C32ppt,p
10/1/2017,92,0.103,W143,W143A120C32ppt,1,20C32ppt,20C32ppt,p
10/1/2017,93,0.12,W143,W143A320C16ppt,1,20C16ppt,20C16ppt,p
10/1/2017,94,0.13,W143,W143A320C16ppt,2,20C16ppt,20C16ppt,p
10/1/2017,95,0.119,W143,W143A320C16ppt,3,20C16ppt,20C16ppt,p
10/1/2017,96,0.098,W143,W143A420C32ppt,1,20C32ppt,20C32ppt,p
10/1/2017,97,0.117,W143,W143A420C32ppt,2,20C32ppt,20C32ppt,p
10/1/2017,98,0.105,W143,W143C120C16ppt,1,20C16ppt,20C16ppt,p
10/1/2017,99,0.101,W143,W143C120C16ppt,2,20C16ppt,20C16ppt,p
10/1/2017,100,0.103,W143,W143C120C16ppt,2,20C16ppt,20C16ppt,p
10/1/2017,101,0.103,W143,W143C120C16ppt,3,20C16ppt,20C16ppt,p
10/1/2017,102,0.11,W143,W143C120C16ppt,3,20C16ppt,20C16ppt,p
10/1/2017,103,0.098,W143,W143C420C16ppt,1,20C16ppt,20C16ppt,p
10/1/2017,104,0.106,W143,W143C420C16ppt,1,20C16ppt,20C16ppt,p
10/7/2017,82,0.123,W143,W143A120C32ppt,1,20C32ppt,20C32ppt,p
10/7/2017,83,0.104,W143,W143A120C32ppt,1,20C32ppt,20C32ppt,p
10/7/2017,84,0.116,W143,W143A320C32ppt,1,20C32ppt,20C32ppt,p
10/7/2017,85,0.084,W143,W143A320C32ppt,1,20C32ppt,20C32ppt,p
10/7/2017,86,0.156,W143,W143A420C32ppt,1,20C32ppt,20C32ppt,p
10/7/2017,87,0.156,W143,W143A420C32ppt,1,20C32ppt,20C32ppt,p
10/7/2017,88,0.151,W143,W143A420C32ppt,1,20C32ppt,20C32ppt,p
10/7/2017,89,0.133,W143,W143A420C32ppt,2,20C32ppt,20C32ppt,p
10/7/2017,90,0.112,W143,W143A420C32ppt,2,20C32ppt,20C32ppt,p
10/7/2017,91,0.137,W143,W143C120C16ppt,1,20C16ppt,20C16ppt,p
10/7/2017,92,0.134,W143,W143C120C16ppt,1,20C16ppt,20C16ppt,p
10/7/2017,93,0.098,W143,W143C120C32ppt,1,20C32ppt,20C32ppt,p
10/7/2017,94,0.115,W143,W143C120C32ppt,1,20C32ppt,20C32ppt,p
10/10/2017,83,0.161,W143,W143A420C32ppt,1,20C32ppt,20C32ppt,p
10/10/2017,84,0.165,W143,W143A420C32ppt,1,20C32ppt,20C32ppt,p
10/10/2017,85,0.181,W143,W143C220C32ppt,1,20C32ppt,20C32ppt,p
10/10/2017,86,0.178,W143,W143C220C32ppt,1,20C32ppt,20C32ppt,p
10/10/2017,87,0.166,W143,W143C220C32ppt,2,20C32ppt,20C32ppt,p
10/10/2017,88,0.171,W143,W143C220C32ppt,2,20C32ppt,20C32ppt,p
10/10/2017,89,0.161,W143,W143C220C32ppt,3,20C32ppt,20C32ppt,p
10/10/2017,90,0.186,W143,W143C220C32ppt,3,20C32ppt,20C32ppt,p
10/13/2017,128,0.092,W143,W143A120C32ppt,1,20C32ppt,20C32ppt,p
10/13/2017,129,0.099,W143,W143A120C32ppt,1,20C32ppt,20C32ppt,p
10/13/2017,130,0.096,W143,W143A120C32ppt,2,20C32ppt,20C32ppt,p
10/13/2017,131,0.125,W143,W143A220C32ppt,1,20C32ppt,20C32ppt,p
10/13/2017,132,0.121,W143,W143A220C32ppt,1,20C32ppt,20C32ppt,p
10/13/2017,133,0.102,W143,W143A220C32ppt,2,20C32ppt,20C32ppt,p
10/13/2017,134,0.121,W143,W143A220C32ppt,2,20C32ppt,20C32ppt,p
10/13/2017,135,0.095,W143,W143A220C32ppt,3,20C32ppt,20C32ppt,p
10/13/2017,136,0.095,W143,W143A220C32ppt,3,20C32ppt,20C32ppt,p
10/13/2017,137,0.101,W143,W143A320C32ppt,1,20C32ppt,20C32ppt,p
10/13/2017,138,0.102,W143,W143A320C32ppt,1,20C32ppt,20C32ppt,p
10/13/2017,139,0.113,W143,W143A420C16ppt,1,20C16ppt,20C16ppt,p
10/13/2017,140,0.118,W143,W143A420C16ppt,1,20C16ppt,20C16ppt,p
10/13/2017,141,0.121,W143,W143B420C16ppt,1,20C16ppt,20C16ppt,p
10/13/2017,142,0.123,W143,W143B420C16ppt,1,20C16ppt,20C16ppt,p
10/13/2017,143,0.113,W143,W143C120C32ppt,1,20C32ppt,20C32ppt,p
10/13/2017,144,0.118,W143,W143C120C32ppt,1,20C32ppt,20C32ppt,p
10/13/2017,145,0.109,W143,W143C120C32ppt,2,20C32ppt,20C32ppt,p
10/13/2017,146,0.11,W143,W143C120C32ppt,2,20C32ppt,20C32ppt,p
10/13/2017,147,0.093,W143,W143C120C32ppt,3,20C32ppt,20C32ppt,p
10/13/2017,148,0.111,W143,W143C120C32ppt,3,20C32ppt,20C32ppt,p
10/13/2017,149,0.114,W143,W143C220C32ppt,1,20C32ppt,20C32ppt,p
10/13/2017,150,0.115,W143,W143C220C32ppt,1,20C32ppt,20C32ppt,p
10/13/2017,151,0.121,W143,W143C220C32ppt,2,20C32ppt,20C32ppt,p
10/13/2017,152,0.107,W143,W143C220C32ppt,2,20C32ppt,20C32ppt,p
10/13/2017,153,0.116,W143,W143C320C32ppt,1,20C32ppt,20C32ppt,p
10/13/2017,154,0.111,W143,W143C320C32ppt,1,20C32ppt,20C32ppt,p
10/13/2017,155,0.115,W143,W143C320C32ppt,2,20C32ppt,20C32ppt,p
10/13/2017,156,0.096,W143,W143C320C32ppt,2,20C32ppt,20C32ppt,p
10/17/2017,108,0.121,W143,W143A320C32ppt,1,20C32ppt,20C32ppt,p
10/17/2017,109,0.116,W143,W143A320C32ppt,1,20C32ppt,20C32ppt,p
10/17/2017,110,0.122,W143,W143A320C32ppt,2,20C32ppt,20C32ppt,p
10/17/2017,111,0.113,W143,W143A320C32ppt,2,20C32ppt,20C32ppt,p
10/17/2017,112,0.112,W143,W143A320C32ppt,3,20C32ppt,20C32ppt,p
10/17/2017,113,0.129,W143,W143A320C32ppt,3,20C32ppt,20C32ppt,p
10/17/2017,114,0.105,W143,W143B420C32ppt,1,20C32ppt,20C32ppt,p
10/17/2017,115,0.102,W143,W143B420C32ppt,1,20C32ppt,20C32ppt,p
10/17/2017,116,0.115,W143,W143C120C32ppt,1,20C32ppt,20C32ppt,p
10/17/2017,117,0.113,W143,W143C120C32ppt,1,20C32ppt,20C32ppt,p
10/17/2017,118,0.121,W143,W143C120C32ppt,2,20C32ppt,20C32ppt,p
10/17/2017,119,0.115,W143,W143C120C32ppt,2,20C32ppt,20C32ppt,p
10/17/2017,120,0.131,W143,W143C320C32ppt,1,20C32ppt,20C32ppt,p
10/17/2017,121,0.119,W143,W143C320C32ppt,1,20C32ppt,20C32ppt,p
10/18/2017,145,0.11,W143,W143A320C32ppt,1,20C32ppt,20C32ppt,p
10/18/2017,146,0.109,W143,W143A320C32ppt,1,20C32ppt,20C32ppt,p
10/18/2017,147,0.108,W143,W143A320C32ppt,2,20C32ppt,20C32ppt,p
10/18/2017,148,0.13,W143,W143A320C32ppt,2,20C32ppt,20C32ppt,p
10/18/2017,149,0.117,W143,W143A320C32ppt,3,20C32ppt,20C32ppt,p
10/18/2017,150,0.122,W143,W143A320C32ppt,3,20C32ppt,20C32ppt,p
10/18/2017,151,0.101,W143,W143B220C32ppt,1,20C32ppt,20C32ppt,p
10/18/2017,152,0.098,W143,W143B220C32ppt,1,20C32ppt,20C32ppt,p
10/18/2017,153,0.129,W143,W143B220C32ppt,2,20C32ppt,20C32ppt,p
10/18/2017,154,0.109,W143,W143B220C32ppt,2,20C32ppt,20C32ppt,p
10/18/2017,155,0.113,W143,W143B220C32ppt,3,20C32ppt,20C32ppt,p
10/18/2017,156,0.112,W143,W143B220C32ppt,3,20C32ppt,20C32ppt,p
10/18/2017,157,0.13,W143,W143B220C32ppt,4,20C32ppt,20C32ppt,p
10/18/2017,158,0.12,W143,W143B220C32ppt,4,20C32ppt,20C32ppt,p
10/18/2017,159,0.12,W143,W143B420C32ppt,1,20C32ppt,20C32ppt,p
10/18/2017,160,0.116,W143,W143B420C32ppt,1,20C32ppt,20C32ppt,p
10/18/2017,161,0.13,W143,W143B420C32ppt,2,20C32ppt,20C32ppt,p
10/18/2017,162,0.117,W143,W143B420C32ppt,2,20C32ppt,20C32ppt,p
10/18/2017,163,0.164,W143,W143B420C32ppt,3,20C32ppt,20C32ppt,p
10/18/2017,164,0.168,W143,W143B420C32ppt,3,20C32ppt,20C32ppt,p
10/18/2017,165,0.112,W143,W143C320C32ppt,1,20C32ppt,20C32ppt,p
10/18/2017,166,0.118,W143,W143C320C32ppt,1,20C32ppt,20C32ppt,p
10/23/2017,125,0.102,W143,W143A320C32ppt,1,20C32ppt,20C32ppt,p
10/23/2017,126,0.109,W143,W143A320C32ppt,1,20C32ppt,20C32ppt,p
10/23/2017,127,0.125,W143,W143A320C32ppt,2,20C32ppt,20C32ppt,p
10/23/2017,128,0.106,W143,W143A320C32ppt,2,20C32ppt,20C32ppt,p
10/23/2017,129,0.204,W143,W143B120C32ppt,1,20C32ppt,20C32ppt,p
10/23/2017,130,0.193,W143,W143B120C32ppt,1,20C32ppt,20C32ppt,p
10/23/2017,131,0.096,W143,W143C120C32ppt,1,20C32ppt,20C32ppt,p
10/23/2017,132,0.109,W143,W143C120C32ppt,1,20C32ppt,20C32ppt,p
10/23/2017,133,0.107,W143,W143C120C32ppt,2,20C32ppt,20C32ppt,p
10/23/2017,134,0.104,W143,W143C120C32ppt,2,20C32ppt,20C32ppt,p
10/23/2017,135,0.107,W143,W143C220C32ppt,1,20C32ppt,20C32ppt,p
10/23/2017,136,0.096,W143,W143C220C32ppt,1,20C32ppt,20C32ppt,p
10/23/2017,137,0.119,W143,W143C220C32ppt,2,20C32ppt,20C32ppt,p
10/23/2017,138,0.131,W143,W143C220C32ppt,2,20C32ppt,20C32ppt,p
10/23/2017,139,0.11,W143,W143C220C32ppt,3,20C32ppt,20C32ppt,p
10/23/2017,140,0.12,W143,W143C220C32ppt,3,20C32ppt,20C32ppt,p
10/23/2017,141,0.109,W143,W143C320C32ppt,1,20C32ppt,20C32ppt,p
10/23/2017,142,0.105,W143,W143C320C32ppt,1,20C32ppt,20C32ppt,p
10/23/2017,143,0.112,W143,W143C320C32ppt,2,20C32ppt,20C32ppt,p
10/23/2017,144,0.101,W143,W143C320C32ppt,2,20C32ppt,20C32ppt,p
10/23/2017,145,0.113,W143,W143C320C32ppt,3,20C32ppt,20C32ppt,p
10/23/2017,146,0.108,W143,W143C320C32ppt,3,20C32ppt,20C32ppt,p
10/24/2017,178,0.106,W143,W143A320C16ppt,1,20C16ppt,20C16ppt,p
10/24/2017,179,0.109,W143,W143A320C16ppt,1,20C16ppt,20C16ppt,p
10/24/2017,180,0.142,W143,W143B220C16ppt,1,20C16ppt,20C16ppt,p
10/24/2017,181,0.145,W143,W143B220C16ppt,1,20C16ppt,20C16ppt,p
10/24/2017,182,0.104,W143,W143B220C16ppt,2,20C16ppt,20C16ppt,p
10/24/2017,183,0.116,W143,W143B220C16ppt,2,20C16ppt,20C16ppt,p
10/24/2017,184,0.127,W143,W143B220C16ppt,3,20C16ppt,20C16ppt,p
10/24/2017,185,0.127,W143,W143B220C16ppt,3,20C16ppt,20C16ppt,p
10/24/2017,186,0.119,W143,W143B420C16ppt,1,20C16ppt,20C16ppt,p
10/24/2017,187,0.104,W143,W143B420C16ppt,1,20C16ppt,20C16ppt,p
10/24/2017,188,0.122,W143,W143B420C16ppt,2,20C16ppt,20C16ppt,p
10/24/2017,189,0.12,W143,W143B420C16ppt,2,20C16ppt,20C16ppt,p
10/24/2017,190,0.12,W143,W143C120C16ppt,1,20C16ppt,20C16ppt,p
10/24/2017,191,0.11,W143,W143C120C16ppt,1,20C16ppt,20C16ppt,p
10/24/2017,192,0.116,W143,W143C120C16ppt,2,20C16ppt,20C16ppt,p
10/24/2017,193,0.129,W143,W143C120C16ppt,2,20C16ppt,20C16ppt,p
10/24/2017,194,0.106,W143,W143C120C16ppt,3,20C16ppt,20C16ppt,p
10/24/2017,195,0.111,W143,W143C120C16ppt,3,20C16ppt,20C16ppt,p
10/27/2017,109,0.102,W143,W143A420C16ppt,1,20C16ppt,20C16ppt,p
10/27/2017,110,0.104,W143,W143A420C16ppt,1,20C16ppt,20C16ppt,p
10/27/2017,111,0.118,W143,W143A420C16ppt,2,20C16ppt,20C16ppt,p
10/27/2017,112,0.112,W143,W143A420C16ppt,2,20C16ppt,20C16ppt,p
10/27/2017,113,0.131,W143,W143B220C16ppt,1,20C16ppt,20C16ppt,p
10/27/2017,114,0.115,W143,W143B220C16ppt,1,20C16ppt,20C16ppt,p
10/27/2017,115,0.125,W143,W143C120C16ppt,1,20C16ppt,20C16ppt,p
10/27/2017,116,0.113,W143,W143C120C16ppt,1,20C16ppt,20C16ppt,p
10/27/2017,117,0.118,W143,W143C220C16ppt,1,20C16ppt,20C16ppt,p
10/27/2017,118,0.119,W143,W143C220C16ppt,1,20C16ppt,20C16ppt,p
10/28/2017,65,0.117,W143,W143A120C32ppt,1,20C32ppt,20C32ppt,p
10/28/2017,66,0.124,W143,W143A120C32ppt,1,20C32ppt,20C32ppt,p
10/28/2017,67,0.104,W143,W143A120C32ppt,2,20C32ppt,20C32ppt,p
10/28/2017,68,0.108,W143,W143A120C32ppt,2,20C32ppt,20C32ppt,p
10/28/2017,69,0.104,W143,W143A320C32ppt,1,20C32ppt,20C32ppt,p
10/28/2017,70,0.104,W143,W143A320C32ppt,1,20C32ppt,20C32ppt,p
10/28/2017,71,0.098,W143,W143A320C32ppt,2,20C32ppt,20C32ppt,p
10/28/2017,72,0.115,W143,W143A320C32ppt,2,20C32ppt,20C32ppt,p
10/28/2017,73,0.233,W143,W143B120C32ppt,1,20C32ppt,20C32ppt,p
10/28/2017,74,0.185,W143,W143B120C32ppt,1,20C32ppt,20C32ppt,p
10/28/2017,75,0.193,W143,W143B120C32ppt,2,20C32ppt,20C32ppt,p
10/28/2017,76,0.208,W143,W143B120C32ppt,2,20C32ppt,20C32ppt,p
10/28/2017,77,0.09,W143,W143B220C32ppt,1,20C32ppt,20C32ppt,p
10/28/2017,78,0.113,W143,W143B220C32ppt,1,20C32ppt,20C32ppt,p
10/28/2017,79,0.095,W143,W143B220C32ppt,2,20C32ppt,20C32ppt,p
10/28/2017,80,0.098,W143,W143B220C32ppt,2,20C32ppt,20C32ppt,p
10/28/2017,81,0.104,W143,W143C120C32ppt,1,20C32ppt,20C32ppt,p
10/28/2017,82,0.107,W143,W143C120C32ppt,1,20C32ppt,20C32ppt,p
10/28/2017,83,0.113,W143,W143C120C32ppt,2,20C32ppt,20C32ppt,p
10/28/2017,84,0.112,W143,W143C120C32ppt,2,20C32ppt,20C32ppt,p
10/28/2017,85,0.107,W143,W143C220C32ppt,1,20C32ppt,20C32ppt,p
10/28/2017,86,0.104,W143,W143C220C32ppt,1,20C32ppt,20C32ppt,p
10/28/2017,87,0.105,W143,W143C220C32ppt,2,20C32ppt,20C32ppt,p
10/28/2017,88,0.1,W143,W143C220C32ppt,2,20C32ppt,20C32ppt,p
10/28/2017,89,0.098,W143,W143C220C32ppt,3,20C32ppt,20C32ppt,p
10/28/2017,90,0.103,W143,W143C220C32ppt,3,20C32ppt,20C32ppt,p
10/28/2017,91,0.126,W143,W143C320C32ppt,1,20C32ppt,20C32ppt,p
10/28/2017,92,0.134,W143,W143C320C32ppt,1,20C32ppt,20C32ppt,p
10/28/2017,93,0.107,W143,W143C320C32ppt,2,20C32ppt,20C32ppt,p
10/28/2017,94,0.1,W143,W143C320C32ppt,2,20C32ppt,20C32ppt,p
10/1/2017,105,0.123,W144,W144B320C16ppt,1,20C16ppt,20C16ppt,p
10/1/2017,106,0.127,W144,W144B320C16ppt,1,20C16ppt,20C16ppt,p
10/1/2017,107,0.09,W144,W144C320C32ppt,1,20C32ppt,20C32ppt,p
10/1/2017,108,0.104,W144,W144C320C32ppt,1,20C32ppt,20C32ppt,p
10/7/2017,95,0.107,W144,W144B120C16ppt,1,20C16ppt,20C16ppt,p
10/7/2017,96,0.118,W144,W144B120C16ppt,1,20C16ppt,20C16ppt,p
10/7/2017,97,0.132,W144,W144B320C32ppt,1,20C32ppt,20C32ppt,p
10/7/2017,98,0.124,W144,W144B320C32ppt,1,20C32ppt,20C32ppt,p
10/7/2017,99,0.095,W144,W144B420C32ppt,1,20C32ppt,20C32ppt,p
10/7/2017,100,0.091,W144,W144B420C32ppt,1,20C32ppt,20C32ppt,p
10/7/2017,101,0.129,W144,W144C120C16ppt,1,20C16ppt,20C16ppt,p
10/7/2017,102,0.125,W144,W144C120C16ppt,1,20C16ppt,20C16ppt,p
10/7/2017,103,0.116,W144,W144C120C16ppt,2,20C16ppt,20C16ppt,p
10/7/2017,104,0.139,W144,W144C120C16ppt,2,20C16ppt,20C16ppt,p
10/7/2017,105,0.144,W144,W144C120C16ppt,3,20C16ppt,20C16ppt,p
10/7/2017,106,0.134,W144,W144C120C16ppt,3,20C16ppt,20C16ppt,p
10/7/2017,107,0.266,W144,W144C120C16ppt,4,20C16ppt,20C16ppt,p
10/7/2017,108,0.232,W144,W144C120C16ppt,4,20C16ppt,20C16ppt,p
10/7/2017,109,0.172,W144,W144C320C16ppt,1,20C16ppt,20C16ppt,p
10/7/2017,110,0.236,W144,W144C320C16ppt,1,20C16ppt,20C16ppt,p
10/7/2017,111,0.155,W144,W144C320C32ppt,1,20C32ppt,20C32ppt,p
10/7/2017,112,0.134,W144,W144C320C32ppt,1,20C32ppt,20C32ppt,p
10/7/2017,113,0.169,W144,W144C320C16ppt,2,20C16ppt,20C16ppt,p
10/7/2017,114,0.171,W144,W144C320C16ppt,2,20C16ppt,20C16ppt,p
10/7/2017,115,0.128,W144,W144C320C16ppt,2,20C16ppt,20C16ppt,p
10/7/2017,116,0.111,W144,W144C420C16ppt,1,20C16ppt,20C16ppt,p
10/7/2017,117,0.109,W144,W144C420C16ppt,1,20C16ppt,20C16ppt,p
10/10/2017,91,0.085,W144,W144A120C32ppt,1,20C32ppt,20C32ppt,p
10/10/2017,92,0.089,W144,W144A120C32ppt,1,20C32ppt,20C32ppt,p
10/10/2017,93,0.146,W144,W144A220C32ppt,1,20C32ppt,20C32ppt,p
10/10/2017,94,0.148,W144,W144A220C32ppt,1,20C32ppt,20C32ppt,p
10/10/2017,95,0.115,W144,W144A220C32ppt,1,20C32ppt,20C32ppt,p
10/10/2017,96,0.175,W144,W144A220C32ppt,2,20C32ppt,20C32ppt,p
10/10/2017,97,0.195,W144,W144A220C32ppt,2,20C32ppt,20C32ppt,p
10/10/2017,98,0.097,W144,W144A420C16ppt,1,20C16ppt,20C16ppt,p
10/10/2017,99,0.093,W144,W144A420C16ppt,1,20C16ppt,20C16ppt,p
10/10/2017,100,0.123,W144,W144A420C16ppt,2,20C16ppt,20C16ppt,p
10/10/2017,101,0.113,W144,W144A420C16ppt,2,20C16ppt,20C16ppt,p
10/10/2017,102,0.125,W144,W144B120C16ppt,1,20C16ppt,20C16ppt,p
10/10/2017,103,0.109,W144,W144B120C16ppt,1,20C16ppt,20C16ppt,p
10/10/2017,104,0.096,W144,W144B120C16ppt,2,20C16ppt,20C16ppt,p
10/10/2017,105,0.128,W144,W144B120C16ppt,2,20C16ppt,20C16ppt,p
10/10/2017,106,0.107,W144,W144B220C16ppt,1,20C16ppt,20C16ppt,p
